customer_id,first_name,last_name,state,total_orders,units_purchased,lifetime_revenue,lifetime_profit,last_order_date,customer_name,repeat_customer
C003551,Mason,Johnson,NY,3,18,3194.95,1403.2999999999997,2026-03-24 08:59:00,Mason Johnson,True
C003552,Isabella,Anderson,IL,3,22,3554.77,1397.1399999999999,2026-09-04 16:13:00,Isabella Anderson,True
C003553,Ethan,Smith,VA,2,21,2197.7,1014.9599999999999,2025-08-26 18:03:00,Ethan Smith,True
C003554,Emma,Taylor,NY,4,17,3080.94,1221.66,2026-08-06 10:14:00,Emma Taylor,True
C003555,Isabella,Brown,VA,1,2,191.72,64.62,2025-11-14 21:43:00,Isabella Brown,False
C003556,Noah,Lee,PA,3,23,3820.39,1361.79,2026-07-20 19:50:00,Noah Lee,True
C003557,Mason,Miller,NY,5,28,5120.88,2135.75,2026-03-29 17:50:00,Mason Miller,True
C003558,Liam,Wilson,IA,7,37,5118.68,2354.69,2026-07-03 10:18:00,Liam Wilson,True
C003559,Lucas,Lee,GA,8,41,6761.59,2860.42,2026-08-06 15:31:00,Lucas Lee,True
C003560,Liam,Thomas,NJ,3,27,3634.7,1236.43,2026-05-19 22:32:00,Liam Thomas,True
C003561,Sophia,Lee,IL,1,4,715.5600000000001,73.5200000000001,2025-07-19 08:27:00,Sophia Lee,False
C003562,Isabella,Davis,PA,3,19,2539.84,966.0999999999999,2026-08-23 14:19:00,Isabella Davis,True
C003563,Ava,Johnson,CA,5,55,9694.46,3992.7,2026-08-06 20:03:00,Ava Johnson,True
C003564,Ava,Garcia,NY,4,29,4040.86,1523.95,2026-04-10 13:42:00,Ava Garcia,True
C003565,Sophia,Miller,IL,4,15,2845.47,1030.8899999999999,2026-05-03 10:29:00,Sophia Miller,True
C003566,Emma,Thomas,NJ,5,31,4976.39,1924.71,2026-08-01 14:46:00,Emma Thomas,True
C003567,Olivia,Miller,NC,5,31,3665.94,1219.43,2026-08-11 10:08:00,Olivia Miller,True
C003568,Mia,Lee,NC,6,39,6040.04,2488.6200000000003,2026-08-17 15:57:00,Mia Lee,True
C003569,Lucas,Garcia,MO,6,49,7510.59,2658.1200000000003,2026-07-29 18:45:00,Lucas Garcia,True
C003570,Isabella,Smith,IL,4,21,2497.17,1012.6500000000001,2025-11-25 22:11:00,Isabella Smith,True
C003571,Noah,Patel,CA,7,48,8246.78,3040.67,2026-08-21 18:34:00,Noah Patel,True
C003572,Liam,Smith,VA,3,25,4839.13,2101.1099999999997,2026-04-14 08:15:00,Liam Smith,True
C003573,Mia,Anderson,VA,4,35,4606.39,1441.49,2025-08-06 10:08:00,Mia Anderson,True
C003574,Noah,Patel,VA,5,27,5194.71,2047.4299999999998,2026-06-11 22:46:00,Noah Patel,True
C003575,Mason,Smith,NC,2,15,2799.44,998.8,2026-09-02 08:30:00,Mason Smith,True
C003577,Noah,Anderson,NJ,2,7,1477.05,624.5699999999999,2026-03-10 08:47:00,Noah Anderson,True
C003578,Mia,Brown,PA,3,22,3782.3599999999997,1250.06,2025-09-10 13:31:00,Mia Brown,True
C003579,James,Smith,VA,2,12,1929.91,737.57,2025-10-25 19:05:00,James Smith,True
C003580,Liam,Brown,NJ,3,21,3927.05,1481.06,2026-01-29 19:54:00,Liam Brown,True
C003581,Sophia,Lee,VA,4,29,3595.42,1321.41,2026-05-16 09:22:00,Sophia Lee,True
C003582,James,Davis,MO,4,25,3947.6,1535.68,2026-08-14 11:00:00,James Davis,True
C003583,James,Taylor,IA,4,23,4206.34,1550.17,2026-02-15 17:04:00,James Taylor,True
C003584,Olivia,Patel,TX,7,45,5823.83,2241.2599999999998,2026-08-07 10:39:00,Olivia Patel,True
C003585,Emma,Johnson,MO,3,15,2136.61,630.8700000000001,2025-08-16 11:05:00,Emma Johnson,True
C003586,James,Smith,VA,2,13,2167.41,928.74,2026-04-27 20:29:00,James Smith,True
C003587,Liam,Johnson,NC,1,13,1959.3200000000002,909.1100000000001,2025-02-15 21:21:00,Liam Johnson,False
C003588,Emma,Anderson,NY,4,32,5249.46,2250.89,2026-07-24 17:30:00,Emma Anderson,True
C003589,Emma,Brown,NJ,2,10,1597.58,663.52,2026-08-27 10:49:00,Emma Brown,True
C003590,James,Brown,NC,1,12,1545.22,763.0600000000002,2025-12-07 18:03:00,James Brown,False
C003591,Emma,Garcia,NJ,3,21,3590.81,1444.4099999999999,2026-07-30 16:16:00,Emma Garcia,True
C003592,Noah,Davis,GA,4,30,4959.23,1683.3700000000001,2026-07-11 18:59:00,Noah Davis,True
C003593,Mason,Miller,GA,4,11,1722.24,695.2000000000002,2026-05-23 08:42:00,Mason Miller,True
C003594,Lucas,Patel,PA,2,5,850.78,421.28000000000003,2026-07-26 09:26:00,Lucas Patel,True
C003595,Ethan,Thomas,NY,1,3,674.49,275.01,2025-12-24 18:31:00,Ethan Thomas,False
C003596,James,Lee,IA,4,24,2917.9300000000003,1180.8600000000001,2026-04-15 21:11:00,James Lee,True
C003597,Lucas,Lee,PA,5,27,4678.599999999999,1825.37,2026-06-17 18:09:00,Lucas Lee,True
C003598,Ethan,Wilson,IL,7,54,8450.92,3517.81,2026-04-06 21:29:00,Ethan Wilson,True
C003599,Mia,Patel,NY,4,21,4601.22,2133.18,2026-08-09 20:54:00,Mia Patel,True
C003600,Lucas,Lee,IL,5,29,5351.139999999999,2289.91,2026-06-10 14:04:00,Lucas Lee,True
C003601,Lucas,Johnson,IL,4,24,2319.3500000000004,907.9300000000002,2026-09-04 16:36:00,Lucas Johnson,True
C003602,Sophia,Patel,FL,6,39,6977.06,2760.9900000000002,2026-08-02 16:42:00,Sophia Patel,True
C003603,Sophia,Taylor,NC,6,43,6831.21,2686.97,2026-06-22 15:54:00,Sophia Taylor,True
C003604,Ava,Miller,NC,5,24,4771.4,1637.8000000000002,2026-09-03 22:14:00,Ava Miller,True
C003605,Mia,Brown,NY,2,7,1144.95,418.72,2026-05-15 09:20:00,Mia Brown,True
C003606,Lucas,Johnson,FL,5,45,7262.8,2600.2200000000003,2026-04-28 11:52:00,Lucas Johnson,True
C003607,Ava,Davis,MO,1,10,698.73,254.85999999999996,2025-09-04 20:39:00,Ava Davis,False
C003608,Olivia,Garcia,IA,5,40,4794.66,1841.08,2026-05-26 09:58:00,Olivia Garcia,True
C003609,Mason,Thomas,IL,3,20,3249.62,1267.05,2026-07-15 08:07:00,Mason Thomas,True
C003610,Mia,Davis,FL,4,19,2985.43,1132.1,2026-05-31 19:37:00,Mia Davis,True
C003611,Noah,Lee,VA,4,25,2117.49,790.53,2026-01-03 12:10:00,Noah Lee,True
C003612,Mia,Brown,IA,5,49,7997.19,3059.25,2026-06-18 14:29:00,Mia Brown,True
C003613,Sophia,Davis,MO,5,35,5266.6900000000005,1916.43,2026-08-20 21:36:00,Sophia Davis,True
C003614,Mia,Lee,NJ,2,12,1693.93,688.0200000000001,2025-08-20 09:51:00,Mia Lee,True
C003615,Sophia,Anderson,NY,3,31,4728.9,1893.9399999999998,2026-06-29 11:58:00,Sophia Anderson,True
C003616,Olivia,Garcia,TX,3,14,2603.33,1054.09,2026-01-06 12:53:00,Olivia Garcia,True
C003617,James,Johnson,NC,3,10,1785.6299999999999,852.3499999999998,2026-05-28 11:20:00,James Johnson,True
C003618,Noah,Patel,IL,4,16,3022.21,893.8799999999999,2026-04-17 11:03:00,Noah Patel,True
C003619,Liam,Brown,FL,2,12,1576.3000000000002,674.2800000000001,2025-12-03 22:36:00,Liam Brown,True
C003620,Ethan,Taylor,MO,4,21,4123.68,1790.4699999999998,2026-08-17 15:16:00,Ethan Taylor,True
C003621,Olivia,Lee,IA,4,18,1963.84,751.35,2026-09-11 15:27:00,Olivia Lee,True
C003622,Mia,Lee,MO,4,17,3935.29,1723.27,2026-03-28 09:50:00,Mia Lee,True
C003623,Mason,Brown,NY,6,53,9882.59,3939.9700000000003,2026-05-12 09:19:00,Mason Brown,True
C003624,Lucas,Patel,NY,5,23,4091.21,1511.6100000000001,2026-06-20 11:21:00,Lucas Patel,True
C003625,Sophia,Johnson,VA,5,21,3827.21,1437.7600000000002,2026-07-29 17:08:00,Sophia Johnson,True
C003626,Lucas,Davis,CA,3,24,4242.14,1651.12,2026-07-17 20:26:00,Lucas Davis,True
C003627,Sophia,Brown,IL,1,1,36.69,16.7,2026-01-21 14:24:00,Sophia Brown,False
C003628,Ethan,Patel,TX,3,20,3704.12,1475.2100000000003,2026-08-17 14:42:00,Ethan Patel,True
C003629,Isabella,Patel,MO,4,32,3865.02,1422.3300000000002,2026-01-17 09:31:00,Isabella Patel,True
C003630,Lucas,Wilson,NY,2,21,3368.12,1328.6100000000001,2025-08-17 15:56:00,Lucas Wilson,True
C003631,Ethan,Davis,IA,5,32,4207.14,1749.7500000000002,2026-05-20 09:15:00,Ethan Davis,True
C003632,Liam,Taylor,CA,2,23,2868.91,1347.68,2026-02-04 13:12:00,Liam Taylor,True
C003633,Noah,Garcia,NY,5,37,6139.74,2585.26,2026-08-28 20:09:00,Noah Garcia,True
C003634,Olivia,Wilson,MO,3,26,3939.89,1125.26,2026-07-30 10:54:00,Olivia Wilson,True
C003635,Sophia,Thomas,FL,4,33,4164.93,1613.7200000000003,2026-09-08 10:01:00,Sophia Thomas,True
C003636,Liam,Johnson,IA,2,21,3185.88,1147.8400000000001,2025-10-24 14:47:00,Liam Johnson,True
C003637,Isabella,Taylor,GA,5,32,5376.53,2262.29,2026-07-18 18:35:00,Isabella Taylor,True
C003638,Lucas,Johnson,NC,3,14,2966.62,968.1600000000001,2026-06-11 09:07:00,Lucas Johnson,True
C003639,Olivia,Johnson,FL,2,14,2426.26,1082.24,2025-03-02 08:14:00,Olivia Johnson,True
C003640,Noah,Garcia,NC,2,6,1029.59,212.60999999999996,2025-10-14 18:41:00,Noah Garcia,True
C003641,James,Anderson,MO,2,7,295.74,122.55000000000001,2026-02-23 21:56:00,James Anderson,True
C003642,Mason,Johnson,TX,2,14,1532.7700000000002,552.24,2026-09-04 16:09:00,Mason Johnson,True
C003643,Ava,Lee,VA,2,14,1430.54,492.43,2026-04-20 14:59:00,Ava Lee,True
C003644,Ethan,Thomas,TX,1,4,522.11,204.92,2025-11-07 18:14:00,Ethan Thomas,False
C003645,Isabella,Miller,GA,5,36,6045.05,2369.71,2026-07-08 15:42:00,Isabella Miller,True
C003646,Ethan,Anderson,TX,3,26,4403.16,1938.0500000000002,2026-02-05 13:42:00,Ethan Anderson,True
C003647,Ethan,Anderson,IA,3,17,1885.16,796.24,2025-12-23 20:38:00,Ethan Anderson,True
C003648,James,Thomas,GA,2,15,2312.99,962.13,2026-07-03 13:38:00,James Thomas,True
C003649,Noah,Johnson,VA,2,9,1133.13,358.12,2025-06-27 11:46:00,Noah Johnson,True
C003650,Mia,Thomas,CA,3,16,2382.82,961.5,2026-03-03 09:15:00,Mia Thomas,True
C003651,Ethan,Lee,NC,3,17,2431.4900000000002,857.1500000000001,2026-08-06 10:04:00,Ethan Lee,True
C003652,Noah,Davis,NC,3,12,1244.8899999999999,509.8499999999999,2025-10-22 09:42:00,Noah Davis,True
C003653,Olivia,Miller,GA,5,36,4397.73,1458.9699999999998,2026-07-11 21:58:00,Olivia Miller,True
C003654,Olivia,Smith,TX,3,21,4079.39,1719.46,2026-03-16 22:42:00,Olivia Smith,True
C003655,Noah,Garcia,TX,4,47,6522.6900000000005,2584.24,2026-09-02 16:50:00,Noah Garcia,True
C003656,Isabella,Taylor,GA,3,15,2062.54,646.72,2025-10-23 21:12:00,Isabella Taylor,True
C003657,James,Brown,NJ,3,26,3437.94,1052.36,2026-01-10 17:06:00,James Brown,True
C003658,Liam,Brown,GA,2,12,1225.7,354.9000000000001,2026-01-19 19:27:00,Liam Brown,True
C003659,Olivia,Lee,TX,4,24,3795.29,1615.4700000000003,2026-02-01 12:56:00,Olivia Lee,True
C003660,Isabella,Miller,NJ,4,23,4408.4400000000005,1641.26,2026-08-04 19:00:00,Isabella Miller,True
C003661,Lucas,Patel,IA,4,27,3512.32,1086.74,2026-08-28 20:45:00,Lucas Patel,True
C003662,Ava,Brown,VA,5,33,4899.38,1951.8999999999999,2026-06-03 15:35:00,Ava Brown,True
C003663,Mason,Davis,MO,1,4,833.8,293.0799999999999,2025-09-14 15:23:00,Mason Davis,False
C003664,Noah,Anderson,PA,5,28,5342.54,2402.15,2026-09-07 11:13:00,Noah Anderson,True
C003666,Isabella,Thomas,GA,2,9,1738.94,579.0300000000001,2026-05-25 15:13:00,Isabella Thomas,True
C003667,Ethan,Wilson,CA,1,8,1158.04,511.15,2025-03-06 16:34:00,Ethan Wilson,False
C003668,Mason,Garcia,MO,5,49,7580.3,2646.81,2026-08-11 12:19:00,Mason Garcia,True
C003669,Emma,Miller,NC,6,28,4909.38,1833.75,2026-08-13 22:04:00,Emma Miller,True
C003670,Lucas,Patel,IA,5,35,4113.3,1519.81,2026-04-25 09:28:00,Lucas Patel,True
C003671,Isabella,Wilson,NJ,4,24,2912.54,1005.11,2026-06-25 14:06:00,Isabella Wilson,True
C003673,James,Brown,VA,8,39,5972.55,2025.5500000000002,2026-06-13 13:28:00,James Brown,True
C003674,James,Thomas,NY,3,13,1103.58,413.24,2026-02-02 10:22:00,James Thomas,True
C003675,Isabella,Brown,PA,4,25,3604.78,1275.65,2026-05-28 11:58:00,Isabella Brown,True
C003676,Ava,Taylor,IL,2,4,738.29,378.7099999999999,2026-06-11 17:49:00,Ava Taylor,True
C003677,Liam,Wilson,IA,1,2,223.1,65.89999999999998,2025-02-28 13:10:00,Liam Wilson,False
C003678,Liam,Johnson,GA,3,10,1930.1799999999998,795.96,2026-07-02 21:33:00,Liam Johnson,True
C003679,James,Miller,IL,4,28,4400.01,1766.32,2026-09-08 08:42:00,James Miller,True
C003680,Mason,Johnson,FL,1,1,234.38000000000002,101.93000000000004,2026-08-10 21:30:00,Mason Johnson,False
C003681,Mason,Garcia,CA,1,4,988.96,327.88,2025-05-13 16:06:00,Mason Garcia,False
C003682,Noah,Patel,NY,4,22,3721.2,1645.29,2026-05-02 18:57:00,Noah Patel,True
C003683,Ava,Garcia,GA,2,14,3030.0,1201.4099999999999,2026-08-11 15:19:00,Ava Garcia,True
C003684,Sophia,Thomas,IL,1,6,964.04,355.7399999999999,2026-04-19 12:19:00,Sophia Thomas,False
C003686,Ethan,Smith,PA,3,15,1923.77,731.69,2026-05-14 20:39:00,Ethan Smith,True
C003687,Ava,Garcia,NJ,5,29,3695.94,1158.34,2026-05-08 20:43:00,Ava Garcia,True
C003688,Mia,Garcia,IA,4,16,2177.56,860.1,2025-12-09 22:33:00,Mia Garcia,True
C003689,Noah,Taylor,MO,7,56,8736.6,2781.7200000000003,2026-06-01 11:56:00,Noah Taylor,True
C003690,Ava,Smith,TX,4,18,2510.34,665.1799999999998,2026-06-12 16:21:00,Ava Smith,True
C003691,Lucas,Anderson,MO,4,40,5205.43,2078.13,2026-07-03 19:04:00,Lucas Anderson,True
C003692,James,Anderson,GA,1,9,856.24,304.09000000000003,2025-12-30 13:44:00,James Anderson,False
C003693,James,Johnson,PA,4,21,3196.12,1223.98,2026-01-31 11:31:00,James Johnson,True
C003694,Isabella,Miller,FL,3,14,1949.31,598.9599999999999,2026-05-15 17:58:00,Isabella Miller,True
C003695,Sophia,Davis,IL,8,48,7014.06,2583.61,2026-08-23 11:16:00,Sophia Davis,True
C003696,Mason,Patel,GA,8,57,10315.949999999999,3793.1,2026-03-12 18:05:00,Mason Patel,True
C003697,James,Garcia,IA,2,10,2153.44,918.03,2025-07-23 18:42:00,James Garcia,True
C003698,Ava,Taylor,IA,2,21,3009.7,909.6100000000001,2025-12-26 22:26:00,Ava Taylor,True
C003699,Liam,Thomas,MO,3,20,1460.5500000000002,678.6000000000001,2026-05-20 08:56:00,Liam Thomas,True
C003700,Isabella,Patel,GA,4,17,3056.08,1306.36,2026-06-05 16:22:00,Isabella Patel,True
C003701,Lucas,Brown,PA,1,8,1639.6,768.76,2025-12-28 08:04:00,Lucas Brown,False
C003702,Noah,Anderson,NC,4,24,3751.21,1238.5600000000002,2026-04-25 21:54:00,Noah Anderson,True
C003703,Olivia,Johnson,IL,2,16,2555.31,1082.8999999999999,2026-08-31 14:32:00,Olivia Johnson,True
C003704,James,Wilson,NC,4,31,4335.46,1715.6400000000003,2025-12-15 22:41:00,James Wilson,True
C003705,Isabella,Lee,PA,2,16,2248.59,664.89,2026-05-30 22:11:00,Isabella Lee,True
C003706,Sophia,Lee,NY,5,24,4489.46,1872.4299999999998,2026-02-28 10:59:00,Sophia Lee,True
C003708,Sophia,Lee,CA,5,40,6123.28,2407.63,2026-06-11 15:06:00,Sophia Lee,True
C003709,Emma,Johnson,NY,2,6,1099.69,417.61,2026-08-22 08:52:00,Emma Johnson,True
C003710,Lucas,Davis,NJ,5,29,3662.3599999999997,1304.6599999999999,2026-08-08 16:09:00,Lucas Davis,True
C003711,Olivia,Taylor,NC,4,28,3702.9700000000003,1048.3300000000002,2026-08-02 08:03:00,Olivia Taylor,True
C003712,Olivia,Taylor,NC,6,36,5288.85,1652.51,2026-05-23 17:33:00,Olivia Taylor,True
C003713,Mia,Brown,NY,4,25,3957.62,1270.3600000000001,2026-05-11 10:35:00,Mia Brown,True
C003714,Noah,Wilson,FL,4,21,2305.84,1028.21,2026-09-11 18:37:00,Noah Wilson,True
C003715,Mason,Patel,VA,4,21,2364.09,911.3900000000001,2026-06-20 11:41:00,Mason Patel,True
C003716,Mia,Thomas,NJ,4,32,3880.45,1492.09,2026-07-15 13:50:00,Mia Thomas,True
C003717,Ethan,Davis,PA,2,15,2282.25,697.8,2026-03-04 21:13:00,Ethan Davis,True
C003718,Ethan,Wilson,PA,7,46,8724.04,3484.23,2026-09-03 15:08:00,Ethan Wilson,True
C003719,Sophia,Brown,NJ,3,25,3899.29,1499.0100000000002,2026-06-08 13:01:00,Sophia Brown,True
C003720,James,Smith,FL,2,19,3183.51,1248.94,2025-12-07 19:49:00,James Smith,True
C003721,Lucas,Johnson,NJ,3,22,3269.1899999999996,1241.0299999999997,2026-01-15 17:18:00,Lucas Johnson,True
C003722,Olivia,Smith,GA,6,46,8618.02,3646.2000000000003,2026-05-13 09:11:00,Olivia Smith,True
C003723,James,Garcia,VA,4,27,4081.05,1428.65,2026-07-05 17:22:00,James Garcia,True
C003724,Emma,Brown,FL,5,18,3096.9700000000003,1299.4,2026-03-30 11:59:00,Emma Brown,True
C003725,Ava,Patel,MO,2,8,1451.9700000000003,142.25000000000023,2025-09-06 12:35:00,Ava Patel,True
C003726,Liam,Johnson,VA,4,25,3919.49,1410.84,2026-01-01 18:34:00,Liam Johnson,True
C003727,Lucas,Smith,IA,4,29,5013.64,2172.0400000000004,2026-05-31 18:15:00,Lucas Smith,True
C003728,Sophia,Patel,NJ,8,61,10053.86,4081.75,2026-07-09 16:29:00,Sophia Patel,True
C003729,Ethan,Brown,FL,4,41,5535.84,1631.79,2026-07-08 10:54:00,Ethan Brown,True
C003730,Mason,Davis,NY,4,30,5398.92,2223.98,2026-08-28 18:46:00,Mason Davis,True
C003731,Ava,Davis,IL,1,8,1105.84,451.96,2025-09-29 19:06:00,Ava Davis,False
C003732,Emma,Thomas,GA,3,7,1468.9,523.88,2025-04-17 15:29:00,Emma Thomas,True
C003733,Olivia,Smith,FL,3,20,3847.55,1557.1399999999999,2026-05-12 16:52:00,Olivia Smith,True
C003734,Mason,Lee,NY,2,11,1516.76,726.65,2025-10-15 12:16:00,Mason Lee,True
C003735,Ava,Davis,FL,2,9,2350.16,1092.54,2026-07-25 20:26:00,Ava Davis,True
C003736,Olivia,Smith,IA,5,14,2501.88,891.0200000000001,2026-08-01 21:21:00,Olivia Smith,True
C003737,James,Taylor,PA,6,42,7805.549999999999,2876.3199999999997,2026-02-22 13:58:00,James Taylor,True
C003739,Ava,Lee,IL,5,23,4497.16,1750.43,2026-05-22 14:33:00,Ava Lee,True
C003740,Lucas,Brown,PA,4,21,2972.5,676.14,2026-06-09 17:06:00,Lucas Brown,True
C003741,Isabella,Johnson,GA,6,30,4732.73,1898.82,2026-04-02 19:24:00,Isabella Johnson,True
C003742,Noah,Wilson,IL,5,29,4886.25,1797.6,2026-06-08 09:57:00,Noah Wilson,True
C003743,James,Anderson,IA,4,22,3781.08,1632.4700000000003,2026-08-11 19:25:00,James Anderson,True
C003744,Isabella,Thomas,CA,1,1,84.39,19.189999999999998,2026-05-27 10:06:00,Isabella Thomas,False
C003745,Noah,Thomas,NY,1,3,313.09000000000003,116.53000000000003,2026-01-13 10:51:00,Noah Thomas,False
C003746,Emma,Johnson,IL,4,27,5638.3,2626.7,2026-09-04 08:48:00,Emma Johnson,True
C003747,Ethan,Miller,NY,2,10,2183.6299999999997,1013.68,2025-09-15 08:30:00,Ethan Miller,True
C003748,Noah,Brown,TX,4,28,3780.83,1566.66,2025-12-18 18:27:00,Noah Brown,True
C003749,Ava,Miller,MO,5,26,3686.7200000000003,1448.3700000000001,2026-08-23 14:05:00,Ava Miller,True
C003750,Ava,Garcia,FL,2,9,1342.0500000000002,501.4800000000001,2025-09-04 16:20:00,Ava Garcia,True
C003751,Isabella,Anderson,NC,5,38,5923.37,2052.49,2026-08-21 18:09:00,Isabella Anderson,True
C003752,Lucas,Thomas,PA,3,22,3511.84,1346.16,2026-07-17 16:12:00,Lucas Thomas,True
C003753,Mia,Johnson,TX,5,38,5721.0,2464.66,2026-04-28 15:56:00,Mia Johnson,True
C003754,Ethan,Thomas,IL,2,6,1148.56,472.6600000000001,2026-06-07 15:08:00,Ethan Thomas,True
C003755,Olivia,Thomas,PA,3,13,2180.76,962.8900000000001,2025-10-29 20:15:00,Olivia Thomas,True
C003756,Noah,Miller,CA,4,38,7935.7699999999995,2757.11,2026-08-06 19:19:00,Noah Miller,True
C003757,Sophia,Wilson,IA,1,11,822.83,307.68,2025-01-20 09:16:00,Sophia Wilson,False
C003758,Noah,Garcia,VA,3,19,1903.53,803.86,2026-08-18 21:05:00,Noah Garcia,True
C003759,Olivia,Brown,FL,2,21,3198.09,1422.5,2026-07-21 10:05:00,Olivia Brown,True
C003760,Mia,Smith,GA,2,6,680.73,341.01,2026-06-07 18:27:00,Mia Smith,True
C003761,Lucas,Taylor,MO,5,31,5330.74,2162.2799999999997,2025-11-06 15:27:00,Lucas Taylor,True
C003762,Lucas,Smith,IA,3,20,2607.62,916.2199999999999,2025-06-22 12:16:00,Lucas Smith,True
C003763,Noah,Wilson,FL,2,7,1302.46,506.62,2026-01-09 15:00:00,Noah Wilson,True
C003764,Mia,Garcia,MO,3,29,3692.17,1338.5,2026-05-09 16:43:00,Mia Garcia,True
C003765,Sophia,Patel,PA,3,24,3852.6000000000004,1673.0200000000002,2026-03-27 08:10:00,Sophia Patel,True
C003766,Ava,Smith,CA,9,61,11454.19,4556.1900000000005,2026-09-07 21:06:00,Ava Smith,True
C003767,Ava,Garcia,CA,5,38,7030.23,2423.6099999999997,2025-10-27 11:58:00,Ava Garcia,True
C003768,Lucas,Brown,MO,2,4,624.3,224.60000000000002,2026-09-06 20:08:00,Lucas Brown,True
C003769,Lucas,Davis,IL,7,36,6829.35,2480.5400000000004,2026-08-05 09:12:00,Lucas Davis,True
C003770,Sophia,Wilson,TX,2,12,1762.23,838.65,2025-11-27 11:12:00,Sophia Wilson,True
C003771,Mia,Wilson,NJ,5,34,5255.36,1610.2399999999998,2026-08-17 19:59:00,Mia Wilson,True
C003772,Lucas,Wilson,VA,2,11,1761.1399999999999,496.28,2026-02-11 16:45:00,Lucas Wilson,True
C003773,Liam,Taylor,TX,4,32,4465.76,1358.9900000000002,2026-06-06 09:39:00,Liam Taylor,True
C003774,Ethan,Brown,NJ,1,12,1896.3200000000002,666.04,2025-06-19 17:58:00,Ethan Brown,False
C003775,Sophia,Patel,GA,1,4,732.87,270.14000000000004,2025-11-10 18:00:00,Sophia Patel,False
C003776,Ava,Brown,FL,2,15,2208.5,690.0300000000002,2025-11-12 21:33:00,Ava Brown,True
C003777,Mason,Brown,IL,4,33,4654.48,1847.62,2026-02-07 18:27:00,Mason Brown,True
C003778,Olivia,Miller,NY,6,44,7274.74,2457.46,2026-07-12 14:41:00,Olivia Miller,True
C003779,Olivia,Garcia,NY,3,19,2894.93,1027.82,2026-08-18 12:44:00,Olivia Garcia,True
C003780,Sophia,Anderson,VA,3,21,3635.64,1078.3200000000002,2026-09-03 13:22:00,Sophia Anderson,True
C003781,Olivia,Smith,VA,7,29,4435.09,1819.0700000000002,2026-06-27 21:34:00,Olivia Smith,True
C003782,Ava,Lee,NJ,7,48,9178.460000000001,3907.69,2026-09-03 09:21:00,Ava Lee,True
C003783,Lucas,Taylor,IA,1,4,463.27,216.31,2026-03-02 09:11:00,Lucas Taylor,False
C003784,Mason,Lee,CA,2,12,2913.91,1366.53,2025-08-26 08:28:00,Mason Lee,True
C003785,Olivia,Davis,IL,4,26,5094.99,2073.9,2026-01-13 09:43:00,Olivia Davis,True
C003786,Mason,Thomas,PA,5,42,7115.49,2588.91,2026-08-11 21:30:00,Mason Thomas,True
C003787,Noah,Thomas,NC,5,41,6458.73,2446.24,2026-03-23 15:03:00,Noah Thomas,True
C003788,Olivia,Anderson,CA,2,16,2492.37,989.72,2026-08-23 16:52:00,Olivia Anderson,True
C003789,Emma,Garcia,NJ,3,17,3082.75,1042.63,2026-08-05 18:42:00,Emma Garcia,True
C003790,Liam,Lee,CA,4,24,5287.53,1867.7499999999998,2026-09-09 21:45:00,Liam Lee,True
C003791,Liam,Lee,NY,1,10,1098.29,321.40000000000003,2026-02-22 09:57:00,Liam Lee,False
C003792,Olivia,Taylor,NC,1,4,830.72,194.44000000000005,2026-05-12 18:07:00,Olivia Taylor,False
C003793,Mason,Miller,IA,6,39,5690.280000000001,1775.5700000000002,2026-06-02 18:46:00,Mason Miller,True
C003794,Mia,Thomas,NY,5,14,2462.19,828.96,2025-12-23 21:58:00,Mia Thomas,True
C003795,Isabella,Lee,NJ,4,30,6601.95,2463.1,2026-08-26 17:02:00,Isabella Lee,True
C003796,Mason,Wilson,IL,6,65,9629.74,3581.14,2026-02-17 08:06:00,Mason Wilson,True
C003797,James,Garcia,PA,3,9,1110.5,284.98999999999995,2026-03-06 15:26:00,James Garcia,True
C003798,Isabella,Lee,NY,1,8,1899.22,826.35,2026-03-11 20:31:00,Isabella Lee,False
C003799,Ethan,Brown,IL,5,26,4004.59,1484.1000000000001,2026-07-04 17:31:00,Ethan Brown,True
C003800,Emma,Anderson,PA,2,20,2711.36,940.9600000000002,2026-03-03 13:48:00,Emma Anderson,True
C003801,Mia,Garcia,NC,2,16,3383.5,1167.85,2026-05-27 12:51:00,Mia Garcia,True
C003802,Sophia,Wilson,VA,5,30,4912.38,1847.6,2026-09-02 22:47:00,Sophia Wilson,True
C003803,Liam,Garcia,VA,2,11,1866.57,820.3699999999999,2025-12-19 18:46:00,Liam Garcia,True
C003804,Mason,Garcia,CA,4,33,4458.92,1674.0699999999997,2026-09-03 14:13:00,Mason Garcia,True
C003805,Ava,Miller,IA,1,6,748.79,164.08999999999997,2025-10-06 18:55:00,Ava Miller,False
C003806,Lucas,Miller,VA,2,9,1300.52,621.3,2025-12-01 15:40:00,Lucas Miller,True
C003807,Mia,Johnson,VA,7,45,8684.41,3252.01,2026-05-07 20:12:00,Mia Johnson,True
C003808,Ava,Smith,GA,4,24,2491.93,868.0300000000001,2026-09-13 17:06:00,Ava Smith,True
C003809,Olivia,Garcia,CA,2,14,3199.6000000000004,1262.2600000000002,2025-08-18 21:38:00,Olivia Garcia,True
C003810,James,Taylor,VA,3,24,4256.13,1657.0,2026-09-04 11:03:00,James Taylor,True
C003811,Isabella,Anderson,GA,7,38,5574.75,1970.54,2026-08-29 22:41:00,Isabella Anderson,True
